19119.5039996;33864.3697683;46771.5874515;59487.9191614;70799.4186694
14931.6512035;25508.1486111;35315.9257011;45108.2283926;54310.3830992
13124.9977816;22604.341275;31420.2699781;40150.388647;48502.9735034
12365.9699164;21173.760335;29316.0004306;37471.7638753;45578.5972686
11881.3536744;20338.1043711;28100.4679799;35952.4499161;43657.2129868
11575.2071022;19803.2996811;27456.7350961;35012.4112813;42563.8668179
11315.9133766;19347.9472691;26908.5763007;34118.3933656;41526.0794668
11119.6747363;19071.1723937;26546.422997;33605.8928725;40875.9427236
10972.1461981;18880.7741508;26243.7930555;33236.9173853;40334.349167
10916.5524634;18763.3055355;26051.7672773;32873.0858517;39894.548884
10834.3815434;18636.6468497;25850.2294227;32651.7104202;39709.9586072
10799.8082354;18517.6335644;25702.8199379;32489.7886986;39491.1665997
10755.1526484;18358.4002962;25489.2736581;32252.1752511;39183.2291976
10711.4933709;18283.1805697;25373.8469133;32103.7323014;38998.2850586
